,licence_type,license_no,business_name,dba,street_address,zip_code,city,county,telephone_number,email,hours_of_operation,expiration_date
116,Dispensary,DAAA-E1E1-FZWQ,Dr Z Leaf LLC,Dr Z Leaf LLC,,74133,TULSA,Tulsa,(773) 343-4963,g@kusty.com,,2023-09-12
117,Dispensary,DAAA-VKIQ-HBYV,"Corner Booth, LLC",Chill Dispensary,22 NE 10TH ST,73104-1402,OKLAHOMA CITY,Oklahoma,4053552535,justin@chillokc.com,10-8 M-W; 10-9 Th-Sa; 11-7 Su,2024-01-14
118,Dispensary,DAAA-4Y4T-NS31,"Green Bloc, LLC",Green Bloc,,73120-2610,OKLAHOMA CITY,Oklahoma,(405) 849-4106,clintwalker238@gmail.com,12-8,2024-02-01
119,Dispensary,DAAA-4KPF-DNDU,"Friendly Market, Inc.",Friendly Market,301 S PORTER AVE,73071-5400,NORMAN,Cleveland,4057017017,friendly.paradigm@gmail.com,Mon-Wed 10-8pm Thu-Sat 10-9pm Sun 12-6pm,2024-05-31
120,Dispensary,DAAA-4JDF-WTVS,Green Matrix LLC,Green Solution,313W Shawntel Smith,74948,Muldrow,Sequoyah,4798064768,joetmorgan@yahoo.com,10:00AM - 8:00 PM,2024-01-04
121,Dispensary,DAAA-4KEH-WLJ9,Wicked Sister's Cannabis Company LLC,Wicked Sister's Cannabis Company LLC,110 S MAIN ST,73737-2022,FAIRVIEW,Major,5807941039,wickedsisterscannabis@gmail.com,10am - 8 pm,2023-10-19
122,Dispensary,DAAA-3OLH-PHHR,Just Another Bowl Inc,Just Another Bowl,10922 S MEMORIAL DR,74133-7352,TULSA,Tulsa,9188295552,bdriskill@jivecannabisco.com,10:00AM-8:00PM Mon-Sat,2023-08-18
123,Dispensary,DAAA-V7T5-QNG5,ZIGGY'Z MEDICAL MEAN'S LLC,ZIGGY'Z MEDICAL MEAN'S LLC,2016 N MACARTHUR BLVD,73127-2202,OKLAHOMA CITY,Oklahoma,4056007992,ziggyz.oklahoma@gmail.com,10AM - 10PM,2023-10-18
124,Dispensary,DAAA-EYFQ-9GUI,"Ezy's House of Dank, LLC","Ezy's House of Dank, LLC",3205 S YALE AVE,74135-8038,TULSA,Tulsa,9187648763,01homegrown@gmail.com,Monday - Saturday 10am - 8pm,2024-02-01
125,Dispensary,DAAA-4YV7-MSQA,"Phaded Dreams, LLC",Phaded Dreams,2400 N HIGHWAY 66,74015-3073,CATOOSA,Rogers,9187395031,thepotshop918@gmail.com,0900 -2100,2023-10-19
126,Dispensary,DAAA-EHJZ-247X,GANJA CITY III LLC,GANJA CITY III LLC,3431 S BOULEVARD,73013-5514,EDMOND,Oklahoma,4055623793,checkersokc@hotmail.com,1200pm-8pm,2023-12-22
127,Dispensary,DAAA-4YQK-9KZD,Big Poppa's LLC,Big Poppa's Joint,22816 US HIGHWAY 77,73459,THACKERVILLE,Love,5804212323,bigpoppasllc@yahoo.com,"Mon-Sat 9-9, Sun 1-6",2024-02-28
128,Dispensary,DAAA-KQ2H-1FGK,Big Country Investment Group Corp.,Country Cannabis Wholesale Outlet,,73443,LONE GROVE,Carter,(858) 525-5274,clintonpyatt3@gmail.com,10am-9pm,2023-10-18
129,Dispensary,DAAA-VKLI-5F9M,BIG BUD DISPENSARY INC,Big Buds Dispensary,415 E DON TYLER AVE,74029-2315,DEWEY,Washington,9189162477,ilikebigbudstoo@gmail.com,9:00 AM to 11:00 pm,2023-09-27
130,Dispensary,DAAA-EKZX-LQMF,Fluffys Apothecary Inc.,Fluffy's Apothecary,"4313 NW CACHE RD, STE B",73505,LAWTON,Comanche,5806992230,klm@fluffyisok.com,9 am - 10 pm daily,2024-03-01
131,Dispensary,DAAA-VKYF-AQHD,twice baked edibles LLC,green plus,8613 S WESTERN AVE,73139-9207,OKLAHOMA CITY,Oklahoma,(405) 589-9000,fritz@whitebox.net,9:00 AM -9 PM Monday through sunday,2023-09-12
132,Dispensary,DAAA-E1LP-CEFC,Green medical patients LLC,Greendoctor 420,4845 SE 44TH ST,73135-4007,DEL CITY,Oklahoma,2546308556,chris@greendoc420.com,80,2023-11-02
133,Dispensary,DAAA-EYPQ-ZETA,Natural Roots Dispensary LLC,Natural Roots Dispensary LLC,9223 S GARNETT RD,74012-6055,BROKEN ARROW,Tulsa,9183788819,naturalrootsdispensary@gmail.com,10:30am-8pm,2024-01-10
134,Dispensary,DAAA-410C-MC5W,"AandWHPMD, LLC",Canna Resort,816 12TH AVE NW,73401-5708,ARDMORE,Carter,5807983957,awhpmdllc@gmail.com,68/hr per week,2024-03-08
135,Dispensary,DAAA-MMZ3-ASWX,Highway 177 Dispensary llc,Highway 177 Dispensary,15151 COUNTY ROAD 230,74651-0417,RED ROCK,Noble,(918) 873-6983,highway177dispensary@gmail.com,10-6,2024-01-10
136,Dispensary,DAAA-E1AI-ABNY,Gibbs Green Delivery Service Inc,Gibbs Green Delivery Service Inc,4604 N PEORIA AVE,74126-3431,TULSA,Tulsa,(918) 551-7387,officemail@gibbsgreendelivery.com,10am - 7pm,2023-08-07
137,Dispensary,DAAA-EKB0-JWTJ,URBAN LEAF COMPANY LLC.,URBAN LEAF COMPANY LLC.,17990 NE 23RD ST,73020,CHOCTAW,Oklahoma,4052133932,tammie.witcosky@aol.com,HOURS NOT SET YET,2024-03-17
138,Dispensary,DAAA-BJZM-UQM3,"As Real As It Gets, LLC",High Decibel Alternative,347 W BRITTON RD,73114-3545,OKLAHOMA CITY,Oklahoma,9165852504,fullblown1979@gmail.com,8:00 to 20:00,2023-12-06
139,Dispensary,DAAA-EPI6-5ZLA,LIVWELL MEDS of Calera Inc,Livwell Meds of Sulphur,117 W MUSKOGEE AVE,73086-4809,SULPHUR,Murray,5806224077,livwellmedssulphur@gmail.com,9 AM TO 9 PM,2023-10-25
140,Dispensary,DAAA-NJ5W-8HF8,Better Marijuana Productions LLC,The Plug 918,3412 W 42ND PL,74107-5923,TULSA,Tulsa,(918) 884-9421,zoesbuds@gmail.com,,2024-03-22
141,Dispensary,DAAA-4JNX-IFTZ,BUZZN DISPENSARY INC,BUZZN CANNABIS COMPANY,709 W NEW ORLEANS ST,74011-1812,BROKEN ARROW,Tulsa,9188963596,buzzndispensary@gmail.com,9A TO 10P MON-SAT 11A TO 8P SUN,2023-10-09
142,Dispensary,DAAA-NYDZ-NTNK,Bella Flores Marijuana Dispensary LLC,Dank's Wellness Emporium Norman,2400 Classen Blvd,73071,Norman,Cleveland,(405) 857-2121,omma@danks.co,Monday-Sunday 8-midnight,2023-10-25
143,Dispensary,DAAA-7F8I-VSRH,BIG CHEEF DISPENSARY LLC,BIG CHEEF DISPENSARY LLC,3600 W BROADWAY ST,74401-2139,MUSKOGEE,Muskogee,4055376859,dhenry.1984@gmail.com,10AM-9PM,2023-10-18
144,Dispensary,DAAA-VYZK-YEUM,"OKAF, Inc",Apothecary Extracts,7941 N MAY AVE,73120-4540,OKLAHOMA CITY,Oklahoma,4057007720,nategregory@outlook.com,8:00am-11:00pm,2023-10-24
145,Dispensary,DAAA-GHE8-CVRB,"1100 N Porter, LLC",Flight Club Norman,1100 N Porter Ave,73071,Norman,Cleveland,(248) 504-1852,405flightclub@gmail.com,9am-12am,2024-08-02
146,Dispensary,DAAA-4JUM-5PD9,Local Leaf RX LLC,Local Leaf RX LLC,,74873-9151,TECUMSEH,Pottawatomie,4055122044,teddyjackson@ymail.com,10-8,2023-10-31
147,Dispensary,DAAA-QX6Y-MHM5,DOK CORPORATION,DANK CANNABIS DISPENSARY,1060 S MINGO RD,74128-1044,TULSA,Tulsa,9188416275,dankcannabisok@gmail.com,9A TO 9P 7 DAYS,2023-11-15
148,Dispensary,DAAA-9PSA-U0ZR,KILLA BUZZ PREMIUM DISPENSARY LLC,KILLA BUZZ PREMIUM DISPENSARY LLC,35392B HIGHWAY 29,73075,PAULS VALLEY,Garvin,(405) 594-8123,thekillabuzzdispo@yahoo.com,MON-THURS 9AM - 9PM FRIDAY 9AM-10PM SATURDAY 9AM -10PM SUNDAY 12PM -5PM,2023-11-15
149,Dispensary,DAAA-4KI2-HTEK,HAPPA WELLNESS II LLC,Happa Wellness II,10908 North Western Avenue,73114,Oklahoma City,Oklahoma,(405) 608-4949,happallcii@gmail.com,11am - 7pm,2023-10-31
150,Dispensary,DAAA-EO9X-Z3NF,HUYLINH LLC,PHAT PHARM,2131 W MAIN ST,74701-4919,DURANT,Bryan,8323612294,linh.huynh2020@yahoo.com,9-5,2023-01-13
151,Dispensary,DAAA-6LSA-OQSJ,SMYLES DISPENSARY 1 LLC,Smyles Dispensary 1,104 Dallas St.,74571-5013,TALIHINA,Le Flore,(918) 942-5033,smylesdispo@gmail.com,10 AM TO 7PM,2023-09-26
152,Dispensary,DAAA-VA3A-PRMR,420/7,420/7,1011 E TULSA AVE,74347-7051,KANSAS,Delaware,9189441526,420.7dispensarykansasok@gmail.com,9AM-9PM,2022-09-26
153,Dispensary,DAAA-N1KC-THNB,Kavas LLC,Green Sunshine,507 Kings Of Leon Ln,73104,Oklahoma City,Oklahoma,4054892259,kavascorp@gmail.com,Within the guidelines allowed under OMMA,2024-01-09
154,Dispensary,DAAA-NKTR-GXPR,Memorial Drive Dispensary LLC,Memorial Drive Dispensary,4419 S MEMORIAL DR,74145,TULSA,Tulsa,9189981984,info@memorialdrivedispensary.com,10am-8pm,2022-12-06
155,Dispensary,DAAA-HTOO-3WFR,"Ogre Village, LLC",Ogre Village,,74432-2408,EUFAULA,McIntosh,(402) 440-2255,troy@ogrevillage.com,0700 - 2200,2023-12-08
156,Dispensary,DAAA-CGA8-VV1X,Tink's Spot Dispensary LLC,Tink's Spot Dispensary,2338 SW 29TH ST,73119-2002,OKLAHOMA CITY,Oklahoma,4059026951,tinksspotdispensary@gmail.com,9-5,2023-11-27
157,Dispensary,DAAA-VKNK-BEOP,"Party Moore, LLC",CANNABOX,916 SW 4TH ST,73160-2403,MOORE,Cleveland,(405) 724-8484,thetacklebox23@gmail.com,10 am to 10 pm,2023-10-23
158,Dispensary,DAAA-NJYA-AADH,825 S 19th St LLC,825 S 19th St LLC,825 SW 19TH ST,73160-2897,MOORE,Cleveland,(646) 881-3638,825sweetdreams420@gmail.com,10am-8pm,2024-03-16
159,Dispensary,DAAA-RKJT-SREJ,K’s Dispo LLC,K’s Dispo LLC,41 PINE ST,74432-2642,EUFAULA,McIntosh,9186173896,kbyrd653@gmail.com,10:00 AM - 10:00 PM,2023-09-19
160,Dispensary,DAAA-CHWF-LP3D,SK AFFILIATES GROUP LLC,GREEN GARDEN,432 Speer St,74839,Dustin,Hughes,9188147340,shakilmojumder@gmail.com,9AM - 10PM,2023-12-06
161,Dispensary,DAAA-EKXZ-1WUL,Lokal Source LLC,Lokal Source,11413 E 96TH ST N,74055-5682,OWASSO,Tulsa,9184014768,amber@lokalsource.com,"Monday-Thursday 9am-8pm, Friday-Saturday 9am-9pm, Sunday 12pm-6pm",2024-05-24
162,Dispensary,DAAA-EZMU-NLZB,"Texoma Tumbleweed 2, LLC","Texoma Tumbleweed 2, LLC",1201 MEMORIAL DR,73448-1612,MARIETTA,Love,4178494827,thetumbleweed76@yahoo.com,12a,2023-11-08
163,Dispensary,DAAA-ECTS-GSWZ,"Mary Jane's Dank House, LLC","Mary Jane's Dank House, LLC",7213 S COUNCIL RD,73169-2219,OKLAHOMA CITY,Oklahoma,4057270444,maryjanesokc@gmail.com,10-10,2024-07-28
164,Dispensary,DAAA-BMSS-SU2N,NW 50th Dispensary LLC,Elite Cannabis NW 50th,,73112-2249,OKLAHOMA CITY,Oklahoma,(405) 493-9156,pj@gethighguys.com,10am-10pm,2024-05-10
165,Dispensary,DAAA-4JKY-SIEU,"Alternative Healthcare Dispensary, LLC","Alternative Healthcare Dispensary, LLC",20 N WATER ST,74066-2816,SAPULPA,Creek,9182101610,alternativehealthcare420@gmail.com,9am to 9pm,2024-04-18
166,Dispensary,DAAA-NKT8-BHRD,"Pinkie's Forest Terpene Bar and Dispensary,, LLC","Pinkie's Forest Terpene Bar and Dispensary,, LLC",124 W MAIN ST,73080-4220,PURCELL,McClain,4057612425,frtdlemay@aol.com,11am - 8pm Monday - Saturday Closed on Sunday,2024-02-01
167,Dispensary,DAAA-C2RS-3RFL,"The Exclusive Dispensary, LLC","The Exclusive Dispensary, LLC",24 L ST NW,73401-4558,ARDMORE,Carter,5802208860,theexclusivedispensaryllc@gmail.com,8am to 5pm,2023-10-27
168,Dispensary,DAAA-NYC9-UF3X,Terra Wellness LLC,Terra Wellness LLC,,73179-3405,OKLAHOMA CITY,Oklahoma,4052612123,terrawellnessokc@gmail.com,"M-Thurs & Sat 10-9, Friday 10-10, Sun 11-7 (subject to change)",2023-09-12
169,Dispensary,DAAA-4JWA-EEBP,ONE LOVE ALTERNATIVE INC,ONE LOVE ALTERNATIVE INC,2 S MAIN ST,73439,KINGSTON,Marshall,(903) 821-7708,redemption8118@gmail.com,9:00AM-9:00PM,2023-09-26
170,Dispensary,DAAA-MA4U-R2VF,"Fantastic Rise, LLC",Fantastic Rise,6221 W WILSHIRE BLVD # 4,73132-5490,OKLAHOMA CITY,Oklahoma,4058169093,shebe.moss23@gmail.com,8am-10pm,2023-03-14
171,Dispensary,DAAA-NKWV-S954,"Frontier Medicine, LLC","Frontier Medicine, LLC",200 W 2ND ST,73003-5506,EDMOND,Oklahoma,4059062120,frontiermedicinellc@gmail.com,Monday-Friday: 9am - 11pm; Saturday and Sunday: 10am - 11pm,2023-10-31
172,Dispensary,DAAA-9QTL-JMH2,"KyRock Farmacy, LLC",Bloomers Dispensary and Sundries,6733 E 11TH ST,74112-4619,TULSA,Tulsa,9187409872,brock@bloomersdispensary.com,10a-7p,2023-08-21
173,Dispensary,DAAA-VYG4-8IBN,"Highway 48 Bud Shop, LLC","Highway 48 Bud Shop, LLC",4245 South Highway 48,74044,Mannford,Creek,(918) 865-8455,highway48budshop@yahoo.com,10am-8pm,2024-02-01
174,Dispensary,DAAA-Z6A5-DQDD,Spark Cannabis Co,Spark Cannabis Co,2619 NW CACHE RD,73505,LAWTON,Comanche,(580) 699-8688,harp@sparkdispensaryok.com,12:00 am to 12:00 am,2023-09-26
175,Dispensary,DAAA-O15G-QC3F,W Lindsey Dispensary LLC,Xclusive Cannabis Lindsey,2102 W Lindsey St STE 102,73069,Norman,Cleveland,(405) 857-2879,pj@gethighguys.com,10am-10pm,2024-05-04
176,Dispensary,DAAA-VOM8-YWTR,The Side Door LLC,The Side Door LLC,1003 S McQuarrie Ave,74467,Wagoner,Wagoner,(918) 855-9354,dubtowndankary@gmail.com,10 AM - 6 PM,2023-10-17
177,Dispensary,DAAA-ZFUG-RBZK,Tha Spot Dispensary LLC,Tha Spot Dispensary LLC,1608 Ne 23rd St,73111,Oklahoma City,Woodward,4052154024,corneliusmcknight@yahoo.com,8am-11pm,2023-11-22
178,Dispensary,DAAA-SFS7-LQT0,"Freedom Road OK, LLC",HWY LINES,,73149-3034,OKLAHOMA CITY,Oklahoma,9724896722,tmcneill@metcapital.com,9:00 AM to 9:00 PM,2023-08-17
179,Dispensary,DAAA-4KAJ-A0PL,"Corporation Asset Network Association, LLC",Minerva Canna of Oklahoma,900 S ASPEN AVE,74012-4805,BROKEN ARROW,Tulsa,9189374500,jlrisman@sbcglobal.net,10AM-8PM Daily,2023-09-15
180,Dispensary,DAAA-DTLO-KMTZ,JOMBOS ISLAND STYLE DISPENSARY RX LLC,JOMBOS ISLAND STYLE DISPENSARY RX LLC,6616 S MEMORIAL DR,74133-2050,TULSA,Tulsa,9724392795,jombosdispensaryllc@gmail.com,11AM TO 9PM MONDAY THRU THURSDAY FRIDAY AND SATURDAY 10AM TO 10PM CLOSED ON SUNDAY,2024-05-09
181,Dispensary,DAAA-2B4Y-EKFT,Anathallo Wellness LLC,Anathallo Wellness,7930 N MAY AVE,73120-4522,OKLAHOMA CITY,Oklahoma,4052500109,anathallowellness@gmail.com,10am to 6pm,2024-04-14
182,Dispensary,DAAA-N1PD-UKUI,"Casper & Graves Smith, Inc",All City Plug,,73141-1830,OKLAHOMA CITY,Oklahoma,(405) 820-6929,garehtte@allcityplug.com,Monday - Saturday 10am-10pm: Sundays 4pm-10pm,2023-10-11
183,Dispensary,DAAA-LN4H-X6BR,C&C Brothers LLC,Gold Leaf Dispensary LLC,,73801-5841,WOODWARD,Woodward,4059996239,childerswill@outlook.com,Monday-Sunday 10am-10pm,2024-05-30
184,Dispensary,DAAA-Y084-6TJX,West Bend Dispensary of Claremore LLC,West Bend Dispensary of Claremore LLC,604 S BRADY ST,74017,CLAREMORE,Rogers,9183785771,bethany.westbenddispo@gmail.com,Monday- Saturday 11-7 Sunday 12-6,2023-07-05
185,Dispensary,DAAA-KYEI-KSD3,"HARRIBO, LLC",The Green Temple,1200 S Air Depot Blvd Ste T,73110,Midwest City,Oklahoma,4053233775,zacbomar@live.com,"10:00am to 10:00pm, Monday-Sunday",2023-10-12
186,Dispensary,DAAA-NKDR-WS57,"Greenest of Them All, LLC","Greenest of Them All, LLC",925 W MAIN ST,73401-4542,ARDMORE,Carter,5807983138,aliciam07@gmail.com,"10am-7pm Mon-Wed, 11am-11pm Thur-Sat",2023-09-15
187,Dispensary,DAAA-PO7A-IDEG,SMOKE AROMA LLC,SMOKE AROMA,111089 HIGHWAY 48,74859-6427,OKEMAH,Okfuskee,4055847850,smokearoma918@yahoo.com,TUESDAY - SATURDAY 9AM TO 7PM,2022-12-06
188,Dispensary,DAAA-NYTT-JQOG,THE GOOD LEAF L.L.C.,THE GOOD LEAF L.L.C.,31019 E 690 RD,74467-6769,WAGONER,Wagoner,9188649029,porkchop1972.bc@gmail.com,9-5,2024-04-25
189,Dispensary,DAAA-4YQQ-W8WB,"Taylor Oversee, Inc.",Tulsa Dispensary,5910 S 107TH EAST AVE,74146,TULSA,Tulsa,9182314618,tulsadispensary@gmail.com,10am-9pm,2023-10-10
190,Dispensary,DAAA-U01E-VB9D,Deel'N Green'Z LLC,Deel'N Green'Z LLC,22619 US Hwy 59,74951,Panama,Le Flore,4794628326,richarddeel@msn.com,8am - 8-pm,2022-04-04
191,Dispensary,DAAA-5XTR-LK7W,"Peace Leaf, Ltd. Co.","Peace Leaf, Ltd. Co.",112 E GRAHAM AVE,74361-2439,PRYOR,Mayes,(918) 825-1697,peaceleaflimitedcompany@gmail.com,Monday-Saturday 10:00 am - 7:00 pm,2023-09-08
192,Dispensary,DAAA-GWPR-QEKU,"IGGYS GREEN RUSH #2, LLC","Iggys Green Rush #2, LLC",2802 COLLEGE BLVD,73717-5016,ALVA,Woods,5807477002,iggysgreenrush2@gmail.com,11AM - 9PM,2023-09-27
193,Dispensary,DAAA-NYIL-RNWD,Scott Cunningham Enterprises LLC,Flippin Farms of Blackwell,202 E BLACKWELL AVE,74631-2910,BLACKWELL,Kay,(580) 761-4673,scottcunn@icloud.com,m-s 10-8,2023-10-19
194,Dispensary,DAAA-EKIT-MAE6,"Clutch Enterprises, LLC",The Circle Midtown OKC,,73103-3910,OKLAHOMA CITY,Oklahoma,(405) 768-5097,davezanon@zenoacanna.com,10am - 10pm,2023-09-25
195,Dispensary,DAAA-4JQJ-VXFK,Teresa Bilyeu Inc,Texoma Tumbleweed,8480 new hope rd,73448,MARIETTA,Love,4178494827,thetumbleweed76@yahoo.com,10a.m. to 8p.m.,2023-10-19
196,Dispensary,DAAA-C9PF-QIQ2,KFK PORTLAND LLC,K FOR KUSH,3123 North Portland Avenue SUITE A,73112,OKLAHOMA CITY,Oklahoma,4059790536,kforkushok@gmail.com,11AM-10PM,2024-05-05
197,Dispensary,DAAA-VYBL-AKIL,"High Roller Investments, Inc.",Lotus Gold Jenks,,74037-6909,JENKS,Tulsa,(918) 346-0917,tulsalotus@gmail.com,Mon-Sat 10PM-8PM Sun 12pm-5PM,2023-10-18
198,Dispensary,DAAA-VKSX-KJRM,NFUZE LLC,NFuze at Keystone,3660 NEW PRUE RD,74063-8522,SAND SPRINGS,Osage,(918) 245-2838,keystonecannabisdispensary@gmail.com,9am to 7pm,2023-09-26
199,Dispensary,DAAA-NKBJ-IUEQ,Healing Hope L.L.C,Healing Hope L.L.C,2334 OKLAHOMA AVE,73801,WOODWARD,Woodward,5803343570,healinghopellc@gmail.com,10am to 9pm,2024-05-10
200,Dispensary,DAAA-VYKN-I9DA,"Invictus Botanica 420, LLC","Invictus Botanica 420, LLC",215 W MAIN ST,74578,WILBURTON,Latimer,9184488765,invictus420ok@gmail.com,10-7pm,2024-05-04
201,Dispensary,DAAA-UO4M-8PLO,R&K Farming Enterprises LLC,Herban Pharmhouse,3801 W Main St,74701,Durant,Bryan,(469) 344-0709,brooke@coldtraplabs.com,9am-10pm Monday-Sunday,2023-10-02
202,Dispensary,DAAA-GX6H-4MXS,ZenEmpire LLC,ZenbudZ,704 E DEWEY AVE,74066-4428,SAPULPA,Creek,9182164343,mike@zenempire.net,10a-8p,2023-11-17
203,Dispensary,DAAA-QV0Y-P9ZK,Moonrock Eddie's LLC,Moonrock Eddie's LLC,705 N BROADWAY ST,74873-1413,TECUMSEH,Pottawatomie,4054819417,moonrockeddies420@gmail.com,10am to 11pm,2023-03-03
204,Dispensary,DAAA-VYPX-X2QS,Washita Valley Dispensary LLC,THE SUMMIT CANNABIS COLLECTIVE,20179 INDIAN MERIDIAN RD,73075,PAULS VALLEY,Garvin,4052389816,thesummitpv@gmail.com,8:00am-5:00pm,2024-05-01
205,Dispensary,DAAA-4UU4-GIM3,"OKLAHOMA DANKA, LLC",OKLAHOMA DANKA,16855 TABLER RD,73448-8623,MARIETTA,Love,(206) 602-7620,oklahomadanka@gmail.com,8:00 - 5:00,2023-12-27
206,Dispensary,DAAA-4YKO-ESBG,"Phresh OTD, LLC","Phresh OTD, LLC",480985 US HIGHWAY 64,74954-5321,ROLAND,Sequoyah,(405) 655-1526,ramona@phreshharvest.com,9:00 am - 9:00 pm,2024-03-28
207,Dispensary,DAAA-RFKH-A5CY,"CaliYield Retail, LLC","CaliYield Retail, LLC",1620 SW 89TH ST,73159-6343,OKLAHOMA CITY,Cleveland,8183980888,caliyield@gmail.com,10am-12am,2023-09-26
208,Dispensary,DAAA-EKW2-J1US,Lady Jane's Naturals LLC,Lady Jane's Naturals LLC,316 S ROCKFORD AVE,74120-2899,TULSA,Tulsa,(539) 302-4562,ladyjanesnaturals@gmail.com,11am-5:30pm,2024-02-14
209,Dispensary,DAAA-NJNK-WMDO,"Venture Wise Enterprises, LLC",CannaWise,61 N. Hwy 81,73533,Duncan,Stephens,5806060740,alston05@gmail.com,10am - 8pm Monday - Saturday,2023-03-08
210,Dispensary,DAAA-Z71N-8RGQ,Elixir Holdings LLC,Elixir Holdings LLC,,74133-0900,TULSA,Tulsa,9186051052,breeillingworth@gmail.com,9-5,2023-09-28
211,Dispensary,DAAA-NYFU-GLHT,OKLATEX HOLDINGS LLC,MARI MED,9200 N GARNETT RD,74055,OWASSO,Tulsa,9183766422,bulingtonjason@yahoo.com,10-7 mon-sat 12-4 sun,2023-05-02
212,Dispensary,DAAA-NJOS-1D5V,Rising Altitude LLC,Craft Cannabis Company,,73013,Edmond,Oklahoma,(405) 697-3939,billing.craft@gmail.com,9:00am to 8:00pm,2024-03-13
213,Dispensary,DAAA-EYPP-OPKP,The Budologist LLC,The Budologist LLC,14803 NE 23RD ST,73020-8683,CHOCTAW,Oklahoma,4052816300,thebudologist@gmail.com,10am to 9pm everyday,2023-09-22
214,Dispensary,DAAA-VKK8-KZWF,Akui Industries Inc,OK Aloha,7272 W 81ST ST,74131-3244,TULSA,Creek,9182061794,dakineprocessing2@gmail.com,11a-11pm Tuesday - Saturday,2024-05-09
215,Dispensary,DAAA-7A0I-AQGP,Green Leaf Products LLC,Green Leaf Products LLC,624 SW 6TH ST,73852,MOORELAND,Woodward,5803347346,tpeach@pldi.net,9:00a.m to 9:00p.m.,2023-09-12
216,Dispensary,DAAA-1J6T-7BLP,Green medical patients LLC,Green doctor 420,926 SW 4TH ST,73160-2403,MOORE,Cleveland,(405) 562-3707,chris@greendoc420.com,80,2023-10-11
217,Dispensary,DAAA-6V90-F8QM,PURPLE HAZE ENTERPRISES INC,PURPLE HAZE DISPENSARY,320 N WASHINGTON AVE,73096-5739,WEATHERFORD,Custer,(580) 302-5372,phazeokc@gmail.com,10:00 TO 20:00,2024-02-01
218,Dispensary,DAAA-EKJN-FFTB,"Re-Leaf Resolution, LLC","Re-Leaf Resolution, LLC",1021 E DAVIS AVE,73096-2231,WEATHERFORD,Custer,5807744014,epperly57@yahoo.com,"10:00am- 8:00pm Mon.-Sat., Sunday 12:00pm-5:00 pm",2023-01-13
219,Dispensary,DAAA-EJRL-TKKK,Flower Power Dispensary LLC,Flower Power Dispensary LLC,1908 N 11TH ST,74401-3507,MUSKOGEE,Muskogee,9155198010,shawn_gandy@yahoo.com,Monday-Saturday 10am-9pm,2023-11-14
220,Dispensary,DAAA-8ZGM-MDAT,"Trifecta Farms, LLC","Trifecta Farms, LLC",3420 N PORTER AVE,73071-7121,NORMAN,Cleveland,4052231078,vincent1107@aol.com,9am to 10pm,2024-02-06
221,Dispensary,DAAA-EY5C-Y73Q,30M Ventures LLC,Tulsa House of Fire,6849 S PEORIA AVE,74136-3667,TULSA,Tulsa,(539) 867-1584,team@tulsahouseoffire.com,12am-12pm,2024-02-01
222,Dispensary,DAAA-41HT-NTMP,"Green Comfort Medicinal Dispensary, LLC.","Green Comfort Medicinal Dispensary, LLC.",300 E. Franklin St.,74436,Haskell,Muskogee,9189380869,greencomfort918@gmail.com,Mon-Sat 11am-9pm,2024-02-15
223,Dispensary,DAAA-PLTT-XH4W,"MLH Retail, LLC","MLH Retail, LLC",210 PIEDMONT RD N,73078-8994,PIEDMONT,Canadian,4055129159,ashley@goldenbloomfarms.com,10am-8pm,2023-11-14
224,Dispensary,DAAA-QYXB-LKO0,KRUSH-ALL LLC,Pre-Roll King,6453 Nw Cache Rd,73505,Lawton,Comanche,5806950266,krush.allllc@gmail.com,10AM- 9PM MON-SAT,2023-02-06
225,Dispensary,DAAA-8E1S-6CSN,Faded Flamingo LLC,Faded Flamingo LLC,,74023-2839,CUSHING,Payne,(918) 306-2713,fadedflamingo@icloud.com,10:00am-10:00PM Monday-Sunday,2023-12-14
226,Dispensary,DAAA-KCO3-RQ9M,"Native Brothers Dispensary of Edmond, LLC","Native Brothers Dispensary of Edmond, LLC",6921 E WATERLOO RD,73034,EDMOND,Oklahoma,4053307706,keithwiley31@yahoo.com,24/7,2023-12-05
227,Dispensary,DAAA-NC7V-R9KP,THE GREENS PALACE LLC,THE GREENS PALACE,440 SW 59TH ST Bldg B,73109-8304,OKLAHOMA CITY,Oklahoma,4053261303,uzair_muhammad2010@hotmail.com,10AM-12AM,2024-05-05
228,Dispensary,DAAA-X7GB-N2BZ,"TWISTED TERPS DISPENSARY, LLC","TWISTED TERPS DISPENSARY, LLC",,74467-4718,WAGONER,Wagoner,9363559752,twistedterpsdispensary@gmail.com,Daily 9am-10pm or as needed for company operations,2023-12-06
229,Dispensary,DAAA-4KYC-4YDV,Buds Station LLC,Buds Station,116 N MAIN ST,74538-2835,COALGATE,Coal,(580) 257-2600,coalgate@topshelfbotanicals.com,10 am - 8 pm,2023-03-07
230,Dispensary,DAAA-EJWL-CYZS,"SP1112, LLC",Capital Dank Edmond,,73013-3885,EDMOND,Oklahoma,(405) 920-6150,jfd711@gmail.com,10am -10pm,2023-12-20
231,Dispensary,DAAA-CW5F-ABK2,"HIDDEN GEMZ DISPENSARY, LLC",HIDDEN GEMZ DISPENSARY,13817 N MAY AVE,73134-5010,OKLAHOMA CITY,Oklahoma,(405) 849-5038,paul@firewindwater.com,10-10,2024-02-06
